,Unnamed:_0,Invoice_ID,Branch,City,Customer_type,Gender,Product_line,Unit_price,Quantity,Tax_5%,Total,Date,Time,Payment,cogs,gross_margin_percentage,gross_income,Rating,Latitude,Longitude
3781,,BWP-12-U4IO,A,Luang Prabang,Member,Female,Health and beauty,66.56210648081202,3,9.984315972121804,209.67063541455786,2021-06-10,10:34,Cash,199.68631944243606,4.761905,9.984315972121804,3.798952318107583,19.889271,102.133453
3782,,TUM-65-QFY4,B,Luang Prabang,Member,Male,Sports and travel,13.860730989421452,5,3.4651827473553634,72.76883769446262,2021-09-04,17:35,Ewallet,69.30365494710726,4.761905,3.4651827473553634,2.2293004453878154,19.889271,102.133453
3783,,ODV-92-WWCV,A,Vientiane,Normal,Male,Food and beverages,25.38147609498462,9,11.42166424274308,239.85494909760467,2021-02-25,18:44,Credit card,228.4332848548616,4.761905,11.42166424274308,5.732816754054409,17.974855,102.630867
3784,,BQT-45-06Q0,A,Chiang Mai,Member,Female,Fashion accessories,48.947578219989964,6,14.68427346599699,308.36974278593675,2021-05-31,15:09,Credit card,293.6854693199398,4.761905,14.68427346599699,5.670831281709509,18.796143,98.979263
3785,,DZM-24-G325,C,Vientiane,Normal,Male,Sports and travel,42.0667043996671,2,4.20667043996671,88.34007923930092,2021-10-26,13:19,Cash,84.1334087993342,4.761905,4.20667043996671,6.175424497995551,17.974855,102.630867
3786,,QXO-06-A8BW,F,Chiang Mai,Member,Male,Fashion accessories,45.246876035843535,1,2.2623438017921766,47.50921983763571,2021-02-23,14:44,Credit card,45.246876035843535,4.761905,2.2623438017921766,7.707050927479655,18.796143,98.979263
3787,,SPC-76-U9CT,D,Vientiane,Member,Male,Sports and travel,82.33846253924318,1,4.116923126962159,86.45538566620534,2021-08-11,16:45,Cash,82.33846253924318,4.761905,4.116923126962159,9.74196730191088,17.974855,102.630867
3788,,CZZ-10-NBR9,B,Chiang Mai,Member,Male,Home and lifestyle,89.76984924226291,7,31.419447234792017,659.8083919306323,2021-09-11,16:12,Credit card,628.3889446958403,4.761905,31.419447234792017,8.90432822295232,18.796143,98.979263
3789,,FWC-10-JY1T,A,Bangkok,Member,Male,Food and beverages,32.380190514781305,2,3.2380190514781306,67.99840008104074,2021-03-09,16:36,Cash,64.76038102956261,4.761905,3.2380190514781306,2.0653051561802345,13.736717,100.523186
3790,,KIV-82-B4VG,B,Chiang Mai,Member,Male,Electronic accessories,85.27519542576749,7,29.846318399018624,626.7726863793911,2021-02-22,18:01,Credit card,596.9263679803724,4.761905,29.846318399018624,4.046623198935915,18.796143,98.979263
3791,,ETZ-85-3JFZ,F,Luang Prabang,Normal,Female,Fashion accessories,51.2910878761322,1,2.56455439380661,53.85564226993881,2021-09-02,17:25,Credit card,51.2910878761322,4.761905,2.56455439380661,3.302407225432377,19.889271,102.133453
3792,,RSG-42-CNP6,D,Luang Prabang,Normal,Male,Electronic accessories,34.64385573575987,4,6.928771147151974,145.50419409019145,2021-02-09,17:50,Cash,138.57542294303948,4.761905,6.928771147151974,2.591356220018135,19.889271,102.133453
3793,,UUU-30-2V63,F,Chiang Mai,Member,Male,Food and beverages,98.69104639042105,4,19.738209278084213,414.5023948397684,2021-12-08,14:07,Credit card,394.7641855616842,4.761905,19.738209278084213,5.902523889902061,18.796143,98.979263
3794,,GVE-30-E7RG,D,Bangkok,Normal,Male,Electronic accessories,84.23216122907506,5,21.05804030726877,442.2188464526441,2021-12-17,18:38,Cash,421.1608061453753,4.761905,21.05804030726877,5.979379618294574,13.736717,100.523186
3795,,IFD-03-8BMQ,E,Bangkok,Member,Male,Food and beverages,99.48279871778824,1,4.974139935889412,104.45693865367765,2021-05-18,13:51,Credit card,99.48279871778824,4.761905,4.974139935889412,3.045203450992552,13.736717,100.523186
3796,,QAA-95-4AFC,D,Chiang Mai,Member,Female,Electronic accessories,25.137170598542916,7,8.798009709490021,184.75820389929044,2021-09-23,12:10,Ewallet,175.9601941898004,4.761905,8.798009709490021,7.407075252760169,18.796143,98.979263
3797,,WAH-52-CDLJ,C,Chiang Mai,Member,Female,Fashion accessories,22.94584065530728,2,2.294584065530728,48.186265376145286,2021-05-18,17:21,Ewallet,45.89168131061456,4.761905,2.294584065530728,7.596228692525547,18.796143,98.979263
3798,,DHX-73-EEFG,F,Luang Prabang,Member,Male,Home and lifestyle,55.304015764981536,2,5.530401576498154,116.13843310646122,2021-10-19,15:41,Ewallet,110.60803152996307,4.761905,5.530401576498154,1.1888199535053998,19.889271,102.133453
3799,,SMM-00-MW24,A,Luang Prabang,Normal,Female,Electronic accessories,67.47793840310985,8,26.99117536124394,566.8146825861227,2021-07-29,18:58,Cash,539.8235072248788,4.761905,26.99117536124394,4.561819333500849,19.889271,102.133453
3800,,FTB-25-DG5N,E,Vientiane,Member,Male,Fashion accessories,25.395408328001647,9,11.427933747600742,239.98660869961557,2021-06-21,12:03,Cash,228.55867495201483,4.761905,11.427933747600742,9.011265770814589,17.974855,102.630867
3801,,IFF-94-6OH0,C,Bangkok,Normal,Male,Sports and travel,87.43876012796883,6,26.23162803839065,550.8641888062036,2021-07-04,12:02,Cash,524.632560767813,4.761905,26.23162803839065,5.682867474194544,13.736717,100.523186
3802,,VGT-37-DHCJ,B,Bangkok,Member,Male,Food and beverages,57.881213079702704,1,2.8940606539851355,60.77527373368784,2021-10-26,10:13,Ewallet,57.881213079702704,4.761905,2.8940606539851355,4.128650212950949,13.736717,100.523186
3803,,JUC-63-W7A1,F,Bangkok,Member,Male,Health and beauty,46.98476498985827,1,2.3492382494929136,49.33400323935118,2021-08-28,15:30,Credit card,46.98476498985827,4.761905,2.3492382494929136,3.2830853643561713,13.736717,100.523186
3804,,WEN-37-AS0I,A,Vientiane,Normal,Female,Health and beauty,64.18483056343406,7,22.464690697201924,471.7585046412404,2021-07-30,18:52,Cash,449.29381394403845,4.761905,22.464690697201924,3.1901906792645405,17.974855,102.630867
3805,,QCU-32-6HUU,D,Vientiane,Member,Female,Food and beverages,67.14583416750602,8,26.858333667002412,564.0250070070506,2021-12-29,11:41,Ewallet,537.1666733400482,4.761905,26.858333667002412,1.897912304657257,17.974855,102.630867
3806,,SZJ-46-XV44,A,Luang Prabang,Member,Male,Home and lifestyle,13.850495288541472,3,2.077574293281221,43.62906015890564,2021-05-31,13:31,Cash,41.551485865624414,4.761905,2.077574293281221,8.355037771837829,19.889271,102.133453
3807,,SHX-77-AWIN,B,Luang Prabang,Normal,Male,Electronic accessories,99.99034000345443,9,44.9956530015545,944.9087130326444,2021-05-04,15:29,Cash,899.9130600310899,4.761905,44.9956530015545,1.779916648547541,19.889271,102.133453
3808,,LHY-15-X6FY,E,Chiang Mai,Normal,Female,Home and lifestyle,42.752761912402796,4,8.550552382480559,179.56160003209175,2021-02-18,16:27,Credit card,171.01104764961119,4.761905,8.550552382480559,3.630652892756342,18.796143,98.979263
3809,,XSU-55-ELJ0,E,Vientiane,Normal,Female,Health and beauty,15.538838221890657,4,3.1077676443781317,65.26312053194076,2021-05-04,16:45,Cash,62.15535288756263,4.761905,3.1077676443781317,1.4110816470971788,17.974855,102.630867
3810,,FUP-87-C684,F,Vientiane,Member,Male,Fashion accessories,86.70908572979637,3,13.006362859469457,273.1336200488586,2021-03-09,13:09,Cash,260.1272571893891,4.761905,13.006362859469457,8.032479127513305,17.974855,102.630867
3811,,VVP-33-BXBO,E,Vientiane,Member,Female,Food and beverages,99.3716811291081,8,39.748672451643245,834.7221214845081,2021-12-24,14:28,Credit card,794.9734490328648,4.761905,39.748672451643245,1.353553140041114,17.974855,102.630867
3812,,UQM-45-P60Y,F,Bangkok,Normal,Male,Food and beverages,83.47226582944812,9,37.56251962325165,788.8129120882847,2021-08-19,13:11,Cash,751.2503924650331,4.761905,37.56251962325165,3.7747099348138757,13.736717,100.523186
3813,,MTE-40-2K3R,F,Luang Prabang,Normal,Female,Home and lifestyle,86.66942408738612,1,4.333471204369306,91.00289529175542,2021-12-12,15:58,Cash,86.66942408738612,4.761905,4.333471204369306,6.159676330779976,19.889271,102.133453
3814,,OFE-98-8ZA5,F,Chiang Mai,Member,Female,Fashion accessories,66.33416027975059,2,6.633416027975059,139.30173658747623,2021-01-09,16:01,Credit card,132.66832055950118,4.761905,6.633416027975059,4.6860522426409945,18.796143,98.979263
3815,,AJB-05-06SP,D,Vientiane,Member,Female,Home and lifestyle,93.00930203988396,1,4.6504651019941985,97.65976714187816,2021-09-23,12:58,Cash,93.00930203988396,4.761905,4.6504651019941985,3.540439605241904,17.974855,102.630867
3816,,MTT-25-BVWP,C,Vientiane,Normal,Female,Electronic accessories,13.216469655472078,4,2.6432939310944157,55.50917255298273,2021-05-05,17:54,Cash,52.865878621888314,4.761905,2.6432939310944157,3.4767016518478746,17.974855,102.630867
3817,,CXI-42-6T62,F,Vientiane,Normal,Male,Sports and travel,79.0051476658781,7,27.651801683057336,580.687835344204,2021-11-17,10:03,Ewallet,553.0360336611467,4.761905,27.651801683057336,8.180112754056244,17.974855,102.630867
3818,,XNL-08-J9T2,F,Bangkok,Normal,Male,Fashion accessories,70.36392055006681,7,24.62737219252338,517.174816042991,2021-04-22,14:29,Credit card,492.54744385046763,4.761905,24.62737219252338,9.765802855785205,13.736717,100.523186
3819,,KAE-94-5632,C,Chiang Mai,Normal,Female,Sports and travel,14.462647347160202,6,4.338794204148061,91.11467828710927,2021-11-24,12:14,Ewallet,86.77588408296121,4.761905,4.338794204148061,4.13236963403914,18.796143,98.979263
3820,,BRK-31-Z16M,A,Chiang Mai,Member,Male,Electronic accessories,58.95762210788314,5,14.739405526970785,309.5275160663865,2021-11-26,13:57,Credit card,294.7881105394157,4.761905,14.739405526970785,1.3523096224811488,18.796143,98.979263
3821,,YKQ-86-KN8H,F,Vientiane,Member,Female,Sports and travel,56.35543111820826,4,11.271086223641653,236.69281069647468,2021-02-23,16:23,Cash,225.42172447283303,4.761905,11.271086223641653,1.3290920011819758,17.974855,102.630867
3822,,XGD-16-4Q5P,D,Chiang Mai,Member,Female,Health and beauty,72.2380802569279,8,28.89523210277116,606.7998741581944,2021-03-30,18:14,Ewallet,577.9046420554232,4.761905,28.89523210277116,7.832920736896463,18.796143,98.979263
3823,,VGG-35-W70J,E,Bangkok,Member,Male,Sports and travel,16.977827044825528,7,5.942239465688935,124.78702877946762,2021-04-05,11:19,Ewallet,118.84478931377869,4.761905,5.942239465688935,5.971328394482143,13.736717,100.523186
3824,,GDJ-81-YIHO,E,Vientiane,Normal,Male,Electronic accessories,82.47509067955708,1,4.123754533977855,86.59884521353494,2021-12-25,10:02,Ewallet,82.47509067955708,4.761905,4.123754533977855,8.052333916755973,17.974855,102.630867
3825,,NJT-78-ECVR,B,Luang Prabang,Member,Male,Sports and travel,22.54630978103542,6,6.7638929343106255,142.04175162052314,2021-09-07,17:38,Ewallet,135.2778586862125,4.761905,6.7638929343106255,7.277473092597173,19.889271,102.133453
3826,,NFZ-11-77E1,B,Luang Prabang,Normal,Female,Food and beverages,47.67981521156854,2,4.767981521156854,100.12761194429393,2021-11-13,17:14,Credit card,95.35963042313708,4.761905,4.767981521156854,9.167557143388569,19.889271,102.133453
3827,,ISX-15-CJT4,E,Chiang Mai,Member,Male,Home and lifestyle,89.31592067514724,4,17.86318413502945,375.1268668356184,2021-06-15,15:31,Cash,357.26368270058896,4.761905,17.86318413502945,8.972418619419612,18.796143,98.979263
3828,,BAS-71-CODC,E,Luang Prabang,Member,Male,Health and beauty,60.447844494594676,5,15.111961123648669,317.35118359662204,2021-08-15,14:43,Cash,302.2392224729734,4.761905,15.111961123648669,8.094946560590596,19.889271,102.133453
3829,,JIA-50-Y6VB,D,Luang Prabang,Member,Male,Food and beverages,44.16318223792609,8,17.665272895170435,370.97073079857915,2021-05-16,18:52,Ewallet,353.3054579034087,4.761905,17.665272895170435,5.276702440379293,19.889271,102.133453
3830,,WWY-85-2LAP,C,Vientiane,Normal,Male,Food and beverages,14.33820178412531,6,4.301460535237593,90.33067123998946,2021-03-06,18:14,Cash,86.02921070475186,4.761905,4.301460535237593,3.7731376684346722,17.974855,102.630867
3831,,LYF-51-3PX7,B,Bangkok,Member,Female,Electronic accessories,70.50461654815496,2,7.050461654815496,148.05969475112542,2021-01-05,13:43,Cash,141.0092330963099,4.761905,7.050461654815496,5.563241087001759,13.736717,100.523186
3832,,KHZ-98-3BB2,C,Vientiane,Normal,Female,Home and lifestyle,98.78920887761056,5,24.697302219402644,518.6433466074554,2021-04-30,14:32,Credit card,493.9460443880528,4.761905,24.697302219402644,5.518644465878412,17.974855,102.630867
3833,,SBV-45-VMXP,D,Bangkok,Normal,Female,Home and lifestyle,92.06167588825446,5,23.015418972063614,483.3237984133359,2021-08-07,15:50,Cash,460.3083794412723,4.761905,23.015418972063614,6.4924799400040385,13.736717,100.523186
3834,,RNN-34-Q652,E,Vientiane,Member,Female,Fashion accessories,74.55664698160851,6,22.366994094482553,469.7068759841336,2021-12-31,11:05,Cash,447.33988188965105,4.761905,22.366994094482553,2.6748781100461367,17.974855,102.630867
3835,,JEQ-55-DCT0,F,Luang Prabang,Normal,Female,Health and beauty,19.476357243035054,1,0.9738178621517527,20.450175105186805,2021-02-12,10:45,Cash,19.476357243035054,4.761905,0.9738178621517527,6.900578924004899,19.889271,102.133453
3836,,SLA-29-FB29,C,Vientiane,Member,Female,Electronic accessories,31.549608406035475,8,12.61984336241419,265.016710610698,2021-07-07,18:04,Cash,252.3968672482838,4.761905,12.61984336241419,5.109408317852342,17.974855,102.630867
3837,,UKM-45-5O15,E,Chiang Mai,Normal,Female,Health and beauty,26.816411750795833,3,4.022461762619375,84.47169701500687,2021-01-26,16:58,Ewallet,80.4492352523875,4.761905,4.022461762619375,6.581843487467733,18.796143,98.979263
3838,,ZTB-26-XMCS,E,Chiang Mai,Member,Male,Fashion accessories,41.991547623008074,5,10.497886905752019,220.45562502079238,2021-09-24,18:08,Credit card,209.95773811504037,4.761905,10.497886905752019,3.156443406275911,18.796143,98.979263
3839,,KEM-89-F4VG,A,Bangkok,Normal,Female,Sports and travel,31.196550501238196,7,10.91879267543337,229.29464618410074,2021-06-11,16:46,Credit card,218.37585350866738,4.761905,10.91879267543337,4.909554044896195,13.736717,100.523186
3840,,ARJ-49-6XWC,C,Bangkok,Normal,Female,Food and beverages,31.99955013745239,3,4.799932520617858,100.79858293297502,2021-08-21,13:30,Credit card,95.99865041235716,4.761905,4.799932520617858,2.8918109300726824,13.736717,100.523186
3841,,NQG-84-65DM,F,Bangkok,Member,Female,Health and beauty,65.50569418378652,6,19.651708255135958,412.68587335785503,2021-05-10,13:22,Cash,393.0341651027191,4.761905,19.651708255135958,8.877746410811215,13.736717,100.523186
3842,,XQC-24-0MA2,C,Chiang Mai,Member,Female,Food and beverages,38.68323903652451,5,9.67080975913113,203.0870049417537,2021-01-21,17:06,Ewallet,193.41619518262257,4.761905,9.67080975913113,5.391649405373839,18.796143,98.979263
3843,,JIO-61-BY7B,E,Vientiane,Member,Male,Electronic accessories,70.94465888252257,7,24.830630608882903,521.443242786541,2021-05-08,13:03,Credit card,496.61261217765804,4.761905,24.830630608882903,3.0248327401643094,17.974855,102.630867
3844,,ZQV-45-KM0I,F,Luang Prabang,Member,Female,Sports and travel,95.31006932315624,3,14.296510398473437,300.22671836794217,2021-03-17,17:13,Ewallet,285.9302079694687,4.761905,14.296510398473437,1.3708782616739166,19.889271,102.133453
3845,,BRS-98-EJBS,D,Bangkok,Normal,Female,Electronic accessories,67.46301249519152,2,6.746301249519153,141.6723262399022,2021-03-14,18:06,Credit card,134.92602499038304,4.761905,6.746301249519153,7.0816479818818765,13.736717,100.523186
3846,,EIR-85-V8SJ,A,Vientiane,Normal,Male,Sports and travel,77.64910094893341,4,15.529820189786683,326.1262239855203,2021-08-21,12:11,Ewallet,310.59640379573364,4.761905,15.529820189786683,2.9318024259078013,17.974855,102.630867
3847,,CWA-53-C83S,E,Vientiane,Normal,Female,Sports and travel,77.64223737545541,3,11.646335606318312,244.57304773268453,2021-12-09,10:14,Cash,232.92671212636623,4.761905,11.646335606318312,9.906239730869006,17.974855,102.630867
3848,,LYQ-81-OIMY,B,Chiang Mai,Normal,Female,Food and beverages,39.76325095593799,4,7.952650191187598,167.00565401493955,2021-04-16,14:05,Cash,159.05300382375196,4.761905,7.952650191187598,5.803303360736544,18.796143,98.979263
3849,,PNR-96-RS8P,B,Chiang Mai,Member,Female,Electronic accessories,11.346219513409196,7,3.971176829693219,83.39471342355759,2021-01-09,18:52,Credit card,79.42353659386437,4.761905,3.971176829693219,3.6007929662322886,18.796143,98.979263
3850,,PNM-83-NBY3,A,Luang Prabang,Normal,Female,Electronic accessories,14.954316669479299,5,3.738579167369825,78.51016251476632,2021-04-29,10:42,Credit card,74.7715833473965,4.761905,3.738579167369825,6.9190969041336725,19.889271,102.133453
3851,,MJW-73-PC0S,D,Vientiane,Member,Female,Health and beauty,35.385422579610264,4,7.077084515922053,148.6187748343631,2021-02-19,13:49,Credit card,141.54169031844106,4.761905,7.077084515922053,3.47697931094277,17.974855,102.630867
3852,,MNF-19-IEQ7,E,Bangkok,Normal,Female,Electronic accessories,72.05888652918382,6,21.617665958755147,453.97098513385805,2021-01-10,13:45,Cash,432.3533191751029,4.761905,21.617665958755147,8.382468645187718,13.736717,100.523186
3853,,TOU-52-4M6Y,C,Chiang Mai,Member,Female,Health and beauty,91.60148247834633,7,32.060518867421216,673.2708962158456,2021-04-23,16:08,Cash,641.2103773484243,4.761905,32.060518867421216,3.774124458369477,18.796143,98.979263
3854,,MOI-07-F9MR,A,Vientiane,Member,Male,Home and lifestyle,96.29184359716716,5,24.07296089929179,505.53217888512756,2021-09-23,12:02,Credit card,481.4592179858358,4.761905,24.07296089929179,9.894229591563183,17.974855,102.630867
3855,,PLU-68-MIG1,D,Chiang Mai,Member,Male,Home and lifestyle,12.32637974560661,7,4.314232910962313,90.59889113020859,2021-03-19,13:22,Credit card,86.28465821924627,4.761905,4.314232910962313,6.446303069007643,18.796143,98.979263
3856,,ALO-74-9ERB,C,Vientiane,Member,Female,Home and lifestyle,99.10785210694941,3,14.866177816042413,312.18973413689065,2021-02-05,15:29,Cash,297.32355632084824,4.761905,14.866177816042413,8.59970034048397,17.974855,102.630867
3857,,KJC-81-9N2R,B,Chiang Mai,Member,Male,Fashion accessories,39.02474965210244,7,13.658662378235855,286.83190994295296,2021-07-21,14:35,Credit card,273.1732475647171,4.761905,13.658662378235855,1.6553392262058,18.796143,98.979263
3858,,RBM-21-S028,B,Bangkok,Normal,Female,Electronic accessories,85.86606054116038,3,12.879909081174057,270.4780907046552,2021-11-08,17:11,Credit card,257.59818162348114,4.761905,12.879909081174057,4.134694756475694,13.736717,100.523186
3859,,UTB-02-JYCT,C,Luang Prabang,Member,Male,Fashion accessories,26.226591462710232,6,7.86797743881307,165.22752621507445,2021-04-28,13:34,Credit card,157.3595487762614,4.761905,7.86797743881307,7.637383775495347,19.889271,102.133453
3860,,GGH-98-ZYGN,A,Bangkok,Normal,Female,Electronic accessories,15.660843184617327,8,6.264337273846931,131.55108275078555,2021-07-09,16:33,Cash,125.28674547693862,4.761905,6.264337273846931,6.895531156065244,13.736717,100.523186
3861,,ZAD-90-H5X7,B,Chiang Mai,Normal,Male,Health and beauty,44.05198816564187,6,13.215596449692562,277.52752544354377,2021-08-30,13:23,Cash,264.3119289938512,4.761905,13.215596449692562,2.74818809290382,18.796143,98.979263
3862,,EBX-59-KZ0N,E,Chiang Mai,Member,Female,Fashion accessories,87.30328496776237,3,13.095492745164357,275.00534764845145,2021-10-20,13:57,Ewallet,261.9098549032871,4.761905,13.095492745164357,4.205826374587389,18.796143,98.979263
3863,,DFU-69-E58Q,F,Chiang Mai,Normal,Male,Fashion accessories,29.874242429003445,5,7.468560607250862,156.8397727522681,2021-06-18,16:01,Ewallet,149.37121214501724,4.761905,7.468560607250862,3.3709906673878685,18.796143,98.979263
3864,,SIX-45-JRBT,C,Bangkok,Normal,Male,Fashion accessories,23.856159317665796,9,10.73527169294961,225.4407055519418,2021-08-18,14:27,Ewallet,214.70543385899217,4.761905,10.73527169294961,6.520331527856587,13.736717,100.523186
3865,,DPM-43-TH2B,C,Chiang Mai,Normal,Female,Sports and travel,91.88238960551715,8,36.75295584220686,771.812072686344,2021-02-17,13:08,Ewallet,735.0591168441372,4.761905,36.75295584220686,4.101114065128975,18.796143,98.979263
3866,,OOY-69-OJ0A,B,Bangkok,Member,Female,Health and beauty,94.45034823593132,6,28.3351044707794,595.0371938863673,2021-05-30,16:29,Credit card,566.7020894155879,4.761905,28.3351044707794,3.781488178003148,13.736717,100.523186
3867,,OJS-50-MKOX,A,Chiang Mai,Member,Male,Home and lifestyle,11.129337927001803,9,5.008202067150812,105.17224341016703,2021-12-09,18:26,Cash,100.16404134301622,4.761905,5.008202067150812,2.866401823927075,18.796143,98.979263
3868,,BPD-70-SIFP,E,Luang Prabang,Member,Male,Health and beauty,75.46921636739334,2,7.546921636739334,158.48535437152603,2021-07-27,16:49,Cash,150.9384327347867,4.761905,7.546921636739334,4.681244088231835,19.889271,102.133453
3869,,ERK-93-U57A,A,Luang Prabang,Member,Female,Sports and travel,37.8286962876394,9,17.02291332943773,357.48117991819237,2021-03-02,11:33,Ewallet,340.4582665887546,4.761905,17.02291332943773,2.7595233117689824,19.889271,102.133453
3870,,UQM-29-NLY2,D,Chiang Mai,Normal,Male,Electronic accessories,43.72339329704706,6,13.117017989114117,275.45737777139647,2021-11-27,14:00,Credit card,262.34035978228235,4.761905,13.117017989114117,9.663126286398692,18.796143,98.979263
3871,,CAQ-23-1D1H,D,Vientiane,Normal,Female,Health and beauty,52.21926774563409,9,23.498670485535342,493.4720801962422,2021-04-27,16:33,Cash,469.97340971070685,4.761905,23.498670485535342,2.390516303457731,17.974855,102.630867
3872,,GFN-64-J4ID,F,Bangkok,Normal,Male,Fashion accessories,48.411187315706755,4,9.682237463141352,203.32698672596837,2021-08-27,13:08,Cash,193.64474926282702,4.761905,9.682237463141352,9.219742434628987,13.736717,100.523186
3873,,IFX-58-V4PW,B,Chiang Mai,Normal,Male,Home and lifestyle,56.34764064838947,5,14.086910162097368,295.8251134040447,2021-12-21,17:57,Credit card,281.73820324194736,4.761905,14.086910162097368,4.856257883409238,18.796143,98.979263
3874,,NXK-98-2YPG,B,Bangkok,Normal,Female,Home and lifestyle,62.412554416601466,2,6.241255441660147,131.06636427486308,2021-02-17,11:29,Credit card,124.82510883320293,4.761905,6.241255441660147,4.400793924055499,13.736717,100.523186
3875,,HCZ-57-M6XF,B,Vientiane,Normal,Female,Electronic accessories,51.90359543541318,3,7.7855393153119765,163.4963256215515,2021-09-02,13:35,Ewallet,155.71078630623953,4.761905,7.7855393153119765,3.0818782081436393,17.974855,102.630867
3876,,DFV-24-EQ24,F,Luang Prabang,Member,Female,Health and beauty,73.14071864405658,1,3.657035932202829,76.79775457625941,2021-10-20,11:01,Ewallet,73.14071864405658,4.761905,3.657035932202829,6.721807009307672,19.889271,102.133453
3877,,DFJ-10-OT3M,D,Bangkok,Normal,Male,Sports and travel,74.67414965579277,4,14.934829931158555,313.63142855432966,2021-01-05,14:10,Credit card,298.6965986231711,4.761905,14.934829931158555,7.169752135097528,13.736717,100.523186
3878,,BMM-52-VN87,A,Bangkok,Normal,Male,Electronic accessories,49.63232776835756,2,4.963232776835756,104.22788831355088,2021-04-10,13:55,Cash,99.26465553671513,4.761905,4.963232776835756,5.208138660271757,13.736717,100.523186
3879,,IMA-21-RSWX,F,Bangkok,Normal,Male,Health and beauty,22.82168332783977,2,2.2821683327839772,47.92553498846352,2021-07-24,13:30,Credit card,45.64336665567954,4.761905,2.2821683327839772,1.5013620612408172,13.736717,100.523186
3880,,ZFN-29-LPRN,F,Bangkok,Member,Female,Food and beverages,67.65750291881105,1,3.3828751459405524,71.0403780647516,2021-06-29,17:45,Credit card,67.65750291881105,4.761905,3.3828751459405524,9.26659135619695,13.736717,100.523186
3881,,NFY-33-ZWY8,A,Bangkok,Normal,Male,Home and lifestyle,79.5661041115638,2,7.9566104111563805,167.088818634284,2021-01-17,14:31,Cash,159.1322082231276,4.761905,7.9566104111563805,9.82296219588743,13.736717,100.523186
3882,,SKV-75-7GJ6,B,Luang Prabang,Normal,Male,Sports and travel,67.42985690835548,4,13.485971381671096,283.205399015093,2021-03-31,10:29,Cash,269.7194276334219,4.761905,13.485971381671096,4.879390736906515,19.889271,102.133453
3883,,UWU-82-KEKE,E,Bangkok,Member,Female,Fashion accessories,62.924928926213404,6,18.877478677864023,396.42705223514446,2021-04-18,18:07,Ewallet,377.54957355728044,4.761905,18.877478677864023,6.5229472666839445,13.736717,100.523186
3884,,XJA-19-3YBO,A,Bangkok,Normal,Male,Sports and travel,30.64707921111457,7,10.726477723890099,225.25603220169208,2021-07-09,10:50,Credit card,214.52955447780198,4.761905,10.726477723890099,5.0526876361937205,13.736717,100.523186
3885,,OBX-63-WPGU,D,Luang Prabang,Member,Male,Fashion accessories,68.06233367373324,7,23.821816785806632,500.25815250193926,2021-06-29,12:52,Ewallet,476.43633571613265,4.761905,23.821816785806632,3.8969168579750852,19.889271,102.133453
3886,,XOA-43-A6T4,C,Chiang Mai,Member,Female,Sports and travel,40.137059311859076,7,14.04797075915068,295.00738594216426,2021-09-06,16:00,Credit card,280.95941518301356,4.761905,14.04797075915068,1.6958691357202687,18.796143,98.979263
3887,,TNX-68-Z9VE,C,Chiang Mai,Normal,Female,Home and lifestyle,92.76029765319565,4,18.55205953063913,389.59325014342176,2021-09-08,10:41,Credit card,371.0411906127826,4.761905,18.55205953063913,5.10460957357569,18.796143,98.979263
3888,,KQG-30-AACW,F,Bangkok,Normal,Female,Fashion accessories,68.83480834839827,5,17.208702087099567,361.38274382909094,2021-01-20,15:04,Cash,344.17404174199135,4.761905,17.208702087099567,8.365461007235064,13.736717,100.523186
3889,,DDK-42-DNMZ,C,Luang Prabang,Member,Female,Health and beauty,35.03617090374724,3,5.255425635562087,110.36393834680382,2021-12-25,12:50,Credit card,105.10851271124173,4.761905,5.255425635562087,1.1532831497920322,19.889271,102.133453
3890,,UWD-61-FYVH,E,Bangkok,Normal,Female,Fashion accessories,52.56342184275371,1,2.628171092137686,55.191592934891396,2021-04-07,13:46,Credit card,52.56342184275371,4.761905,2.628171092137686,6.238969148622001,13.736717,100.523186
3891,,WUI-92-SSJD,B,Chiang Mai,Normal,Female,Electronic accessories,86.192314829654,8,34.4769259318616,724.0154445690936,2021-08-10,11:28,Cash,689.538518637232,4.761905,34.4769259318616,8.9269489785402,18.796143,98.979263
3892,,EWD-40-ULIR,D,Luang Prabang,Member,Female,Health and beauty,40.19175560643828,7,14.067114462253398,295.40940370732136,2021-05-24,18:28,Cash,281.34228924506795,4.761905,14.067114462253398,2.957944870129222,19.889271,102.133453
3893,,BCP-94-267I,E,Vientiane,Member,Female,Electronic accessories,57.2896513137143,9,25.78034309117144,541.3872049146001,2021-01-07,13:57,Cash,515.6068618234287,4.761905,25.78034309117144,2.6493027822015596,17.974855,102.630867
3894,,JML-97-8NMF,D,Luang Prabang,Normal,Female,Sports and travel,71.17029759263703,4,14.234059518527406,298.91524988907554,2021-12-16,12:09,Credit card,284.6811903705481,4.761905,14.234059518527406,7.950489631317488,19.889271,102.133453
3895,,TJX-98-DPNT,D,Chiang Mai,Member,Male,Health and beauty,77.90764049440675,5,19.476910123601687,409.0151125956354,2021-11-18,16:12,Cash,389.53820247203373,4.761905,19.476910123601687,3.29577788007364,18.796143,98.979263
3896,,KOQ-32-PEJ9,B,Luang Prabang,Normal,Female,Sports and travel,25.650295755827038,5,6.41257393895676,134.66405271809197,2021-09-25,18:43,Credit card,128.2514787791352,4.761905,6.41257393895676,2.727858408045836,19.889271,102.133453
